supplier_id,supplier_name,supplier_country,industry,order_id,order_date,promised_delivery_date,actual_delivery_date,promised_lead_time_days,actual_lead_time_days,lead_time_variance_days,on_time_delivery,order_status,quantity_ordered,quantity_received,late_reason,quality_issue_flag
S036,"Perez, Watson And Jones",Angola,Electronics,O00719,2025-06-08,2025-06-30,2025-07-04,22,26.0,4.0,0,Completed,587,587,Weather,1
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00720,2024-06-20,2024-07-03,2024-07-06,13,16.0,3.0,0,Partial,56,36,Customs,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00721,2025-04-08,2025-04-27,2025-04-24,19,16.0,-3.0,1,Partial,226,213,,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00722,2024-10-20,2024-10-29,2024-11-01,9,12.0,3.0,0,Completed,425,425,Unknown,0
S042,Casey Plc,Colombia,Clothing,O00723,2023-11-28,2023-12-19,2023-12-26,21,28.0,7.0,0,Completed,553,553,Supplier delay,0
S039,Newton-Smith,Sierra Leone,Electronics,O00724,2025-02-18,2025-03-14,2025-03-16,24,26.0,2.0,0,Completed,475,475,Strike,1
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00725,2025-04-09,2025-04-22,2025-04-27,13,18.0,5.0,0,Completed,232,232,Supplier delay,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00726,2023-11-13,2023-12-06,2023-12-08,23,25.0,2.0,0,Partial,675,660,Weather,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00727,2024-05-11,2024-05-20,2024-05-12,9,1.0,-8.0,1,Completed,650,650,,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00728,2024-02-15,2024-03-03,2024-03-05,17,19.0,2.0,0,Partial,825,807,Weather,1
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O00729,2025-02-03,2025-02-13,2025-02-04,10,1.0,-9.0,1,Completed,645,645,,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00730,2023-12-14,2023-12-23,2023-12-29,9,15.0,6.0,0,Completed,214,214,Supplier delay,0
S050,Wright-Stewart,Azerbaijan,Automotive,O00731,2024-12-15,2024-12-21,2024-12-19,6,4.0,-2.0,1,Completed,969,969,,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00732,2023-09-14,2023-09-26,2023-09-28,12,14.0,2.0,0,Partial,700,698,Supplier delay,0
S040,Romero Ltd,Jamaica,Food,O00733,2024-07-20,2024-08-14,2024-08-10,25,21.0,-4.0,1,Completed,366,366,,1
S008,Rowe-Ward,Anguilla,Food,O00734,2025-08-27,2025-09-23,2025-09-24,27,28.0,1.0,0,Completed,633,633,Supplier delay,1
S044,Francis Ltd,Colombia,Clothing,O00735,2023-11-03,2023-11-23,2023-11-23,20,20.0,0.0,1,Completed,527,527,,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00736,2024-07-10,2024-07-16,2024-07-19,6,9.0,3.0,0,Completed,658,658,Customs,0
S033,Romero-Phillips,Mauritania,Automotive,O00737,2025-05-06,2025-05-27,2025-06-02,21,27.0,6.0,0,Completed,766,766,Weather,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00738,2025-03-02,2025-03-21,2025-03-22,19,20.0,1.0,0,Partial,146,134,Unknown,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00739,2025-07-13,2025-08-05,2025-08-04,23,22.0,-1.0,1,Completed,69,69,,0
S008,Rowe-Ward,Anguilla,Food,O00740,2025-09-03,2025-09-10,2025-09-12,7,9.0,2.0,0,Completed,898,898,Weather,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00741,2025-02-02,2025-02-09,2025-02-10,7,8.0,1.0,0,Partial,451,432,Supplier delay,1
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00742,2024-02-01,2024-02-08,2024-02-09,7,8.0,1.0,0,Completed,784,784,Customs,0
S020,Mills Ltd,Rwanda,Automotive,O00743,2023-09-17,2023-10-10,2023-10-13,23,26.0,3.0,0,Partial,779,767,Weather,0
S026,Reid Llc,South Africa,Automotive,O00744,2024-07-31,2024-08-18,2024-08-18,18,18.0,0.0,1,Completed,163,163,,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00745,2024-10-01,2024-10-25,2024-11-02,24,32.0,8.0,0,Completed,152,152,Customs,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00746,2024-07-02,2024-07-29,2024-07-21,27,19.0,-8.0,1,Completed,177,177,,0
S009,Martinez Plc,Zambia,Automotive,O00747,2025-07-27,2025-08-14,2025-08-15,18,19.0,1.0,0,Completed,862,862,Customs,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00748,2025-04-09,2025-04-19,2025-04-17,10,8.0,-2.0,1,Completed,737,737,,0
S026,Reid Llc,South Africa,Automotive,O00749,2024-04-04,2024-04-12,2024-04-18,8,14.0,6.0,0,Completed,375,375,Supplier delay,0
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O00750,2024-01-26,2024-02-20,2024-02-18,25,23.0,-2.0,1,Completed,476,476,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O00751,2023-11-02,2023-12-01,2023-12-04,29,32.0,3.0,0,Completed,244,244,Customs,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00752,2025-05-24,2025-06-07,2025-06-05,14,12.0,-2.0,1,Partial,390,379,,0
S011,Liu-Gomez,Guam,Clothing,O00753,2025-04-11,2025-04-29,2025-04-26,18,15.0,-3.0,1,Completed,588,588,,0
S048,Hodge Plc,Norfolk Island,Food,O00754,2024-08-09,2024-08-28,2024-08-23,19,14.0,-5.0,1,Completed,573,573,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O00755,2023-10-27,2023-11-15,2023-11-12,19,16.0,-3.0,1,Completed,97,97,,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00756,2024-11-27,2024-12-17,2024-12-22,20,25.0,5.0,0,Partial,461,460,Weather,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00757,2025-07-15,2025-07-30,2025-07-29,15,14.0,-1.0,1,Completed,113,113,,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00758,2024-11-28,2024-12-17,2024-12-14,19,16.0,-3.0,1,Completed,326,326,,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00759,2024-05-11,2024-06-06,2024-06-06,26,26.0,0.0,1,Completed,833,833,,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00760,2024-07-23,2024-08-09,2024-08-12,17,20.0,3.0,0,Completed,139,139,Strike,1
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00761,2024-08-31,2024-09-12,2024-09-11,12,11.0,-1.0,1,Completed,57,57,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00762,2025-05-05,2025-05-20,2025-06-04,15,30.0,15.0,0,Completed,978,978,Strike,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00763,2024-02-20,2024-02-29,2024-03-04,9,13.0,4.0,0,Completed,163,163,Strike,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00764,2023-11-04,2023-11-17,2023-11-15,13,11.0,-2.0,1,Partial,514,497,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O00765,2025-04-09,2025-04-24,2025-04-23,15,14.0,-1.0,1,Partial,638,629,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00766,2024-12-23,2024-12-28,2024-12-25,5,2.0,-3.0,1,Completed,269,269,,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00767,2023-11-10,2023-12-09,2023-12-02,29,22.0,-7.0,1,Partial,748,739,,1
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00768,2023-12-13,2024-01-04,2024-01-04,22,22.0,0.0,1,Completed,938,938,,0
S026,Reid Llc,South Africa,Automotive,O00769,2025-06-22,2025-07-14,2025-07-07,22,15.0,-7.0,1,Completed,525,525,,0
S026,Reid Llc,South Africa,Automotive,O00770,2024-05-15,2024-06-14,2024-06-11,30,27.0,-3.0,1,Completed,466,466,,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00771,2023-10-02,2023-10-17,2023-10-19,15,17.0,2.0,0,Completed,600,600,Weather,0
S042,Casey Plc,Colombia,Clothing,O00772,2024-12-13,2024-12-30,2025-01-03,17,21.0,4.0,0,Completed,755,755,Strike,1
S007,"Morris, Day And Miller",Dominica,Automotive,O00773,2024-11-20,2024-11-26,2024-12-01,6,11.0,5.0,0,Partial,160,158,Customs,1
S001,Jenkins Inc,Mongolia,Clothing,O00774,2024-11-20,2024-12-16,2024-12-14,26,24.0,-2.0,1,Completed,189,189,,0
S033,Romero-Phillips,Mauritania,Automotive,O00775,2024-04-22,2024-05-21,2024-05-12,29,20.0,-9.0,1,Completed,454,454,,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00776,2023-09-28,2023-10-03,2023-10-06,5,8.0,3.0,0,Completed,616,616,Weather,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00777,2025-01-28,2025-02-04,2025-02-09,7,12.0,5.0,0,Completed,531,531,Strike,1
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00778,2024-06-18,2024-07-06,2024-07-01,18,13.0,-5.0,1,Partial,165,146,,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00779,2025-02-13,2025-03-01,2025-02-28,16,15.0,-1.0,1,Completed,331,331,,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00780,2024-01-11,2024-01-24,2024-02-01,13,21.0,8.0,0,Completed,298,298,Customs,1
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00781,2023-12-12,2024-01-03,2024-01-04,22,23.0,1.0,0,Completed,932,932,Weather,0
S043,"Garza, Martin And Thomas",Greece,Food,O00782,2023-12-21,2023-12-26,2024-01-05,5,15.0,10.0,0,Partial,627,615,Supplier delay,1
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00783,2025-03-20,2025-04-12,2025-04-15,23,26.0,3.0,0,Partial,798,787,Unknown,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00784,2025-03-27,2025-04-12,2025-04-08,16,12.0,-4.0,1,Completed,546,546,,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00785,2024-09-06,2024-09-27,2024-09-21,21,15.0,-6.0,1,Completed,326,326,,1
S039,Newton-Smith,Sierra Leone,Electronics,O00786,2024-03-05,2024-03-17,2024-03-14,12,9.0,-3.0,1,Completed,62,62,,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00787,2024-10-21,2024-11-04,2024-10-29,14,8.0,-6.0,1,Completed,769,769,,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00788,2024-08-27,2024-09-06,2024-08-30,10,3.0,-7.0,1,Partial,782,765,,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00789,2024-07-23,2024-08-22,2024-08-28,30,36.0,6.0,0,Completed,823,823,Customs,1
S029,Archer Ltd,Liberia,Pharmaceuticals,O00790,2024-12-13,2024-12-22,2024-12-30,9,17.0,8.0,0,Completed,93,93,Weather,0
S042,Casey Plc,Colombia,Clothing,O00791,2023-11-18,2023-11-24,2023-11-25,6,7.0,1.0,0,Completed,828,828,Customs,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00792,2025-01-28,2025-02-15,2025-02-17,18,20.0,2.0,0,Partial,830,820,Customs,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00793,2024-11-04,2024-12-02,2024-12-04,28,30.0,2.0,0,Completed,354,354,Supplier delay,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00794,2024-01-11,2024-01-21,2024-01-29,10,18.0,8.0,0,Completed,389,389,Supplier delay,0
S009,Martinez Plc,Zambia,Automotive,O00795,2024-03-15,2024-04-14,2024-04-17,30,33.0,3.0,0,Completed,482,482,Strike,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00796,2024-11-06,2024-11-27,2024-11-25,21,19.0,-2.0,1,Completed,231,231,,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00797,2025-03-24,2025-04-20,2025-04-15,27,22.0,-5.0,1,Completed,672,672,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00798,2024-08-06,2024-09-05,2024-09-06,30,31.0,1.0,0,Partial,444,426,Customs,0
S044,Francis Ltd,Colombia,Clothing,O00799,2025-03-30,2025-04-04,2025-04-07,5,8.0,3.0,0,Completed,142,142,Customs,0
S009,Martinez Plc,Zambia,Automotive,O00800,2023-11-16,2023-11-26,2023-11-27,10,11.0,1.0,0,Partial,815,798,Weather,1
S035,Meadows-Carr,Vanuatu,Food,O00801,2024-04-15,2024-05-07,2024-05-06,22,21.0,-1.0,1,Completed,611,611,,1
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00802,2023-10-31,2023-11-15,2023-11-12,15,12.0,-3.0,1,Completed,250,250,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O00803,2024-04-27,2024-05-25,2024-05-24,28,27.0,-1.0,1,Completed,309,309,,0
S026,Reid Llc,South Africa,Automotive,O00804,2024-12-27,2025-01-23,2025-01-26,27,30.0,3.0,0,Completed,415,415,Unknown,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00805,2023-12-06,2024-01-01,2023-12-31,26,25.0,-1.0,1,Completed,447,447,,0
S042,Casey Plc,Colombia,Clothing,O00806,2023-12-15,2024-01-02,2024-01-09,18,25.0,7.0,0,Completed,809,809,Weather,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00807,2024-07-28,2024-08-25,2024-08-27,28,30.0,2.0,0,Completed,712,712,Weather,1
S008,Rowe-Ward,Anguilla,Food,O00808,2025-02-11,2025-02-27,2025-02-18,16,7.0,-9.0,1,Partial,582,569,,0
S048,Hodge Plc,Norfolk Island,Food,O00809,2024-08-11,2024-09-10,2024-09-14,30,34.0,4.0,0,Partial,720,709,Customs,0
S039,Newton-Smith,Sierra Leone,Electronics,O00810,2024-03-28,2024-04-03,2024-04-05,6,8.0,2.0,0,Completed,754,754,Weather,0
S040,Romero Ltd,Jamaica,Food,O00811,2024-10-07,2024-10-20,2024-10-31,13,24.0,11.0,0,Completed,189,189,Weather,1
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00812,2023-12-17,2023-12-26,2023-12-23,9,6.0,-3.0,1,Completed,392,392,,1
S007,"Morris, Day And Miller",Dominica,Automotive,O00813,2024-05-19,2024-06-11,2024-06-17,23,29.0,6.0,0,Partial,788,771,Supplier delay,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00814,2023-10-31,2023-11-22,2023-11-25,22,25.0,3.0,0,Completed,559,559,Weather,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00815,2024-09-21,2024-10-01,2024-09-30,10,9.0,-1.0,1,Completed,75,75,,0
S040,Romero Ltd,Jamaica,Food,O00816,2024-05-04,2024-05-28,2024-05-27,24,23.0,-1.0,1,Completed,615,615,,0
S042,Casey Plc,Colombia,Clothing,O00817,2025-03-13,2025-04-07,2025-04-09,25,27.0,2.0,0,Partial,209,199,Customs,0
S033,Romero-Phillips,Mauritania,Automotive,O00818,2023-12-04,2023-12-11,2023-12-08,7,4.0,-3.0,1,Completed,767,767,,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00819,2025-02-15,2025-02-22,2025-02-23,7,8.0,1.0,0,Completed,58,58,Unknown,1
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00820,2024-06-04,2024-06-21,2024-06-06,17,2.0,-15.0,1,Completed,256,256,,1
S008,Rowe-Ward,Anguilla,Food,O00821,2023-10-10,2023-10-19,2023-10-14,9,4.0,-5.0,1,Partial,326,315,,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00822,2024-01-14,2024-02-11,2024-02-01,28,18.0,-10.0,1,Completed,276,276,,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00823,2024-05-15,2024-05-21,2024-05-29,6,14.0,8.0,0,Partial,803,799,Strike,0
S048,Hodge Plc,Norfolk Island,Food,O00824,2023-09-13,2023-10-01,2023-10-03,18,20.0,2.0,0,Completed,387,387,Weather,0
S035,Meadows-Carr,Vanuatu,Food,O00825,2024-09-11,2024-10-08,2024-10-11,27,30.0,3.0,0,Completed,974,974,Supplier delay,0
S042,Casey Plc,Colombia,Clothing,O00826,2024-08-25,2024-09-10,2024-09-10,16,16.0,0.0,1,Completed,677,677,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00827,2025-05-29,2025-06-16,2025-06-10,18,12.0,-6.0,1,Completed,79,79,,0
S039,Newton-Smith,Sierra Leone,Electronics,O00828,2025-02-14,2025-02-26,2025-02-22,12,8.0,-4.0,1,Completed,876,876,,0
S033,Romero-Phillips,Mauritania,Automotive,O00829,2025-01-09,2025-01-14,2025-01-14,5,5.0,0.0,1,Partial,914,898,,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00830,2024-12-16,2025-01-10,2025-01-05,25,20.0,-5.0,1,Completed,650,650,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00831,2025-01-01,2025-01-12,2025-01-08,11,7.0,-4.0,1,Completed,203,203,,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00832,2023-12-18,2024-01-14,2024-01-08,27,21.0,-6.0,1,Partial,986,967,,1
S033,Romero-Phillips,Mauritania,Automotive,O00833,2024-10-27,2024-11-21,2024-11-24,25,28.0,3.0,0,Completed,850,850,Supplier delay,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00834,2024-04-13,2024-05-01,2024-04-29,18,16.0,-2.0,1,Completed,723,723,,0
S050,Wright-Stewart,Azerbaijan,Automotive,O00835,2023-12-09,2023-12-24,2023-12-23,15,14.0,-1.0,1,Partial,376,365,,0
S009,Martinez Plc,Zambia,Automotive,O00836,2023-09-14,2023-10-02,2023-10-08,18,24.0,6.0,0,Partial,63,52,Strike,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00837,2024-09-25,2024-10-21,2024-10-20,26,25.0,-1.0,1,Completed,682,682,,0
S028,Howe Group,Nauru,Pharmaceuticals,O00838,2025-04-16,2025-04-26,2025-05-03,10,17.0,7.0,0,Completed,986,986,Weather,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00839,2024-11-14,2024-11-28,2024-11-23,14,9.0,-5.0,1,Completed,273,273,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O00840,2024-05-15,2024-05-31,2024-05-25,16,10.0,-6.0,1,Partial,310,307,,0
S044,Francis Ltd,Colombia,Clothing,O00841,2023-09-30,2023-10-08,2023-10-07,8,7.0,-1.0,1,Completed,352,352,,1
S002,Mason Plc,United States Virgin Islands,Food,O00842,2024-11-07,2024-11-26,2024-11-21,19,14.0,-5.0,1,Completed,190,190,,1
S048,Hodge Plc,Norfolk Island,Food,O00843,2024-06-11,2024-07-04,2024-07-01,23,20.0,-3.0,1,Completed,733,733,,1
S026,Reid Llc,South Africa,Automotive,O00844,2024-06-17,2024-07-15,2024-07-24,28,37.0,9.0,0,Completed,145,145,Customs,0
S044,Francis Ltd,Colombia,Clothing,O00845,2025-08-03,2025-08-20,2025-08-20,17,17.0,0.0,1,Completed,323,323,,1
S025,Francis Group,Tokelau,Automotive,O00846,2025-04-28,2025-05-19,2025-05-17,21,19.0,-2.0,1,Completed,634,634,,1
S025,Francis Group,Tokelau,Automotive,O00847,2023-11-10,2023-12-04,2023-12-08,24,28.0,4.0,0,Completed,444,444,Strike,1
S011,Liu-Gomez,Guam,Clothing,O00848,2024-06-26,2024-07-25,2024-07-26,29,30.0,1.0,0,Completed,302,302,Weather,0
S050,Wright-Stewart,Azerbaijan,Automotive,O00849,2025-03-11,2025-03-17,2025-03-14,6,3.0,-3.0,1,Completed,151,151,,0
S025,Francis Group,Tokelau,Automotive,O00850,2024-01-03,2024-01-13,2024-01-08,10,5.0,-5.0,1,Completed,974,974,,0
S002,Mason Plc,United States Virgin Islands,Food,O00851,2023-11-26,2023-12-11,2023-12-06,15,10.0,-5.0,1,Completed,919,919,,0
S044,Francis Ltd,Colombia,Clothing,O00852,2025-02-05,2025-03-03,2025-03-11,26,34.0,8.0,0,Completed,226,226,Unknown,1
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00853,2023-12-28,2024-01-13,2024-01-14,16,17.0,1.0,0,Completed,722,722,Weather,0
S020,Mills Ltd,Rwanda,Automotive,O00854,2024-01-07,2024-01-17,2024-01-17,10,10.0,0.0,1,Completed,520,520,,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00855,2024-08-24,2024-09-18,2024-09-15,25,22.0,-3.0,1,Completed,217,217,,0
S025,Francis Group,Tokelau,Automotive,O00856,2025-07-29,2025-08-14,2025-08-17,16,19.0,3.0,0,Completed,119,119,Unknown,0
S009,Martinez Plc,Zambia,Automotive,O00857,2024-08-05,2024-08-19,2024-08-25,14,20.0,6.0,0,Completed,229,229,Strike,0
S042,Casey Plc,Colombia,Clothing,O00858,2023-12-11,2023-12-24,2023-12-19,13,8.0,-5.0,1,Partial,635,618,,1
S009,Martinez Plc,Zambia,Automotive,O00859,2025-01-30,2025-02-25,,26,,,1,Cancelled,111,0,,1
S038,Castaneda Group,Kyrgyz Republic,Food,O00860,2024-01-12,2024-02-09,2024-02-11,28,30.0,2.0,0,Completed,138,138,Strike,0
S044,Francis Ltd,Colombia,Clothing,O00861,2024-10-07,2024-10-19,2024-10-17,12,10.0,-2.0,1,Completed,86,86,,1
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00862,2024-10-27,2024-11-24,2024-11-24,28,28.0,0.0,1,Completed,748,748,,1
S028,Howe Group,Nauru,Pharmaceuticals,O00863,2024-06-01,2024-06-25,2024-06-27,24,26.0,2.0,0,Completed,594,594,Strike,1
S002,Mason Plc,United States Virgin Islands,Food,O00864,2024-02-05,2024-02-26,2024-02-23,21,18.0,-3.0,1,Completed,417,417,,1
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00865,2024-05-29,2024-06-20,2024-06-25,22,27.0,5.0,0,Completed,631,631,Weather,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00866,2025-02-09,2025-02-27,2025-03-02,18,21.0,3.0,0,Completed,460,460,Supplier delay,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00867,2024-05-17,2024-06-10,2024-06-10,24,24.0,0.0,1,Completed,121,121,,0
S043,"Garza, Martin And Thomas",Greece,Food,O00868,2024-02-23,2024-03-11,2024-03-09,17,15.0,-2.0,1,Partial,655,641,,1
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00869,2025-06-21,2025-07-11,2025-07-13,20,22.0,2.0,0,Completed,420,420,Strike,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O00870,2025-04-11,2025-04-21,2025-04-21,10,10.0,0.0,1,Completed,519,519,,0
S011,Liu-Gomez,Guam,Clothing,O00871,2025-03-05,2025-04-02,2025-04-01,28,27.0,-1.0,1,Partial,576,560,,0
S050,Wright-Stewart,Azerbaijan,Automotive,O00872,2025-06-17,2025-07-13,2025-07-17,26,30.0,4.0,0,Partial,335,329,Unknown,0
S039,Newton-Smith,Sierra Leone,Electronics,O00873,2025-08-05,2025-08-23,2025-08-29,18,24.0,6.0,0,Completed,333,333,Strike,1
S013,Rodriguez Plc,Niue,Electronics,O00874,2025-02-16,2025-02-22,2025-02-28,6,12.0,6.0,0,Completed,943,943,Customs,0
S036,"Perez, Watson And Jones",Angola,Electronics,O00875,2023-09-20,2023-10-16,2023-10-14,26,24.0,-2.0,1,Completed,494,494,,1
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00876,2025-04-13,2025-05-04,2025-05-12,21,29.0,8.0,0,Partial,635,634,Customs,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00877,2024-02-12,2024-02-18,2024-02-18,6,6.0,0.0,1,Partial,459,452,,1
S024,Simmons Plc,Isle of Man,Automotive,O00878,2024-07-16,2024-07-28,2024-07-27,12,11.0,-1.0,1,Partial,301,298,,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00879,2025-04-06,2025-05-03,2025-05-10,27,34.0,7.0,0,Completed,923,923,Supplier delay,0
S042,Casey Plc,Colombia,Clothing,O00880,2024-08-10,2024-09-04,2024-09-08,25,29.0,4.0,0,Partial,128,116,Strike,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00881,2024-03-10,2024-03-20,2024-03-15,10,5.0,-5.0,1,Completed,786,786,,0
S008,Rowe-Ward,Anguilla,Food,O00882,2025-07-18,2025-08-01,2025-08-03,14,16.0,2.0,0,Completed,834,834,Customs,1
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00883,2025-07-03,2025-08-02,2025-08-03,30,31.0,1.0,0,Partial,130,122,Weather,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00884,2024-01-29,2024-02-03,2024-02-13,5,15.0,10.0,0,Completed,562,562,Weather,0
S028,Howe Group,Nauru,Pharmaceuticals,O00885,2023-12-05,2023-12-25,2023-12-13,20,8.0,-12.0,1,Completed,713,713,,1
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00886,2023-10-25,2023-11-23,2023-11-24,29,30.0,1.0,0,Completed,61,61,Supplier delay,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00887,2025-03-06,2025-03-23,2025-03-24,17,18.0,1.0,0,Completed,515,515,Weather,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00888,2025-06-17,2025-07-01,2025-06-25,14,8.0,-6.0,1,Completed,994,994,,1
S048,Hodge Plc,Norfolk Island,Food,O00889,2024-03-22,2024-04-16,2024-04-11,25,20.0,-5.0,1,Completed,446,446,,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00890,2024-06-18,2024-07-04,2024-06-30,16,12.0,-4.0,1,Partial,185,174,,0
S020,Mills Ltd,Rwanda,Automotive,O00891,2025-02-14,2025-02-22,2025-02-25,8,11.0,3.0,0,Completed,162,162,Strike,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00892,2024-04-19,2024-05-16,2024-05-13,27,24.0,-3.0,1,Completed,808,808,,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00893,2025-02-02,2025-02-15,2025-02-25,13,23.0,10.0,0,Completed,761,761,Unknown,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00894,2023-10-31,2023-11-09,2023-11-12,9,12.0,3.0,0,Completed,54,54,Strike,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00895,2024-02-24,2024-03-04,2024-02-29,9,5.0,-4.0,1,Partial,749,745,,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00896,2024-08-20,2024-09-06,2024-09-09,17,20.0,3.0,0,Completed,916,916,Customs,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00897,2024-05-21,2024-05-30,2024-06-01,9,11.0,2.0,0,Completed,103,103,Weather,1
S040,Romero Ltd,Jamaica,Food,O00898,2025-08-15,2025-08-24,2025-08-19,9,4.0,-5.0,1,Completed,750,750,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O00899,2025-08-17,2025-08-28,2025-08-25,11,8.0,-3.0,1,Completed,984,984,,0
S039,Newton-Smith,Sierra Leone,Electronics,O00900,2024-06-19,2024-06-30,2024-06-30,11,11.0,0.0,1,Completed,779,779,,1
